상호명,상권업종중분류명,위도,경도
백만불식품,분식,37.56739145,126.9960913
엄마손분식,분식,37.56212742,127.0129593
벌떡,분식,37.56213381,127.0062018
뚜레쥬르,제과제빵떡케익,37.56396494,127.0032345
김밥천국,분식,37.5678646,126.9694382
다동분식,분식,37.56682522,126.9815306
전사랑,분식,37.56105957,126.99638
뚜레쥬르국립중앙의료원점,제과제빵떡케익,37.56771412,127.0054711
미스터피자,패스트푸드,37.56875433,126.9795459
스쿨푸드,분식,37.56340378,126.9828675
가쯔야,분식,37.56785395,126.981709
김밥천국,분식,37.56306317,126.9851699
김밥이랑떡볶이랑,분식,37.5612631,126.9875034
명동칼국수,분식,37.55380945,126.9757773
충무칼국수,분식,37.56524934,126.9900302
목우촌,분식,37.54720778,127.0056418
에릭케제르,제과제빵떡케익,37.56368652,126.9749289
모리도너츠,제과제빵떡케익,37.56462428,126.9843903
맥도날드서울시청점,패스트푸드,37.56680753,126.9794819
제일상회,분식,37.56463622,126.994204
파리바게뜨,제과제빵떡케익,37.56242525,126.9959203
다락방,분식,37.56679211,126.9818706
신당동떡스떡스,분식,37.56185991,126.9856503
김학정과자점,제과제빵떡케익,37.55388986,127.0094915
김밥천국,분식,37.5605445,126.9846155
슈니발렌,제과제빵떡케익,37.56533379,126.9809849
마포만두,분식,37.56594448,126.9922961
양지국수보쌈,분식,37.56475519,127.0029183
배스킨라빈스31,패스트푸드,37.57080306,127.0214482
명동얼큰칼국수,분식,37.56261206,126.9819614
도치피자장충점,패스트푸드,37.56066408,127.0050102
들국화,분식,37.56251146,127.0147087
파리바게뜨,제과제빵떡케익,37.5652673,127.0199585
국대떡볶이,분식,37.56042498,126.9853868
크레이지떡동대문밀리오레점,분식,37.56745169,127.0074782
그집국수남대문,분식,37.55626573,126.9743289
조스샌드위치,패스트푸드,37.56313904,126.9731028
이삭토스트,패스트푸드,37.56085881,126.9834454
파리바게뜨신당역아크로점,제과제빵떡케익,37.56593983,127.0217382
오가분식,분식,37.56291708,127.0029202
콜드스톤크리머리,패스트푸드,37.55549473,126.9737396
피자모레,패스트푸드,37.56322733,126.9822587
미스터피자,패스트푸드,37.56533379,126.9809849
명동칼국수,분식,37.55495411,127.0117637
미단,제과제빵떡케익,37.56403683,126.9841833
라꾸라꾸,분식,37.56797182,126.9693348
배스킨라빈스31,패스트푸드,37.56383024,127.0150988
야쿤카야토스트,패스트푸드,37.56840963,126.9782375
배스킨라빈스31,패스트푸드,37.56679277,127.0073398
압구정김밥,분식,37.56528434,127.0176718
파리바게뜨,제과제빵떡케익,37.56647828,126.9810033
닭한마리칼국수,분식,37.55851748,126.9690576
충무김밥서울역점,분식,37.55428983,126.9740278
에그타트,제과제빵떡케익,37.56185991,126.9856503
명화당,분식,37.56236668,126.9838098
파리바게뜨,제과제빵떡케익,37.554719,126.9695061
소문난국수집,분식,37.56623583,127.0204892
바오쯔만두,분식,37.56168372,127.0170173
창아랑김밥,분식,37.55438443,127.0115222
우동일번가,분식,37.5626658,126.9934835
남촌분식,분식,37.55825089,126.9767351
죠스떡볶이,분식,37.56387192,126.9755263
로티보이,제과제빵떡케익,37.56471871,126.9838457
도넛플랜트뉴욕시티,제과제빵떡케익,37.56395856,126.9824185
김가네,분식,37.55350899,127.0092023
이베떡달라붙는떡볶이,분식,37.56225906,126.9838678
명동떡볶이,분식,37.56589884,126.9838184
미가도시락시청점,패스트푸드,37.5670073,126.9796603
더컵,패스트푸드,37.56451661,126.9833957
신라명과,제과제빵떡케익,37.55942941,126.9817331
현대칼국수,분식,37.56290138,126.9768639
미니네닭발떡볶이,분식,37.56287448,127.0150208
스쿨푸드,분식,37.56252242,126.9851546
진미칼국수,분식,37.56256765,126.9778646
마복림떡볶이할머니,분식,37.5632084,127.0150843
아티제신라면세점,제과제빵떡케익,37.55774919,127.0076861
커피항아리&새싹김밥,분식,37.56871183,127.0105405
엽기떡볶이,분식,37.55764619,126.9787014
롯데브랑제리,제과제빵떡케익,37.55744002,126.9694912
한솥도시락,패스트푸드,37.56132995,127.0124152
효자손만두,분식,37.55955206,126.9771588
미미국수,분식,37.56491818,127.0191481
왕산골왕만두,분식,37.56068137,126.9775055
맥도날드,패스트푸드,37.5605445,126.9846155
빚은,제과제빵떡케익,37.56778411,126.9695072
월드퍼스트,분식,37.56090951,126.9809659
딸깍발이,분식,37.56093039,126.9970835
죠샌드위치,패스트푸드,37.56025531,126.9720218
명동호두과자,제과제빵떡케익,37.56189656,126.9867704
닭한마리칼국수,분식,37.5646404,126.9852164
빚은,제과제빵떡케익,37.55524574,127.0110807
동아분식,분식,37.56246639,126.9734629
명동막국수,분식,37.56294829,126.9854318
종점떡볶이,분식,37.56272114,127.0150002
리나스,제과제빵떡케익,37.55954278,126.9740123
화수분베이커리,제과제빵떡케익,37.55365656,127.0096078
융태행과자점,제과제빵떡케익,37.56233351,126.9778791
꼬꼬마김밥,분식,37.56034908,126.9807585
약수닭한마리칼국수,분식,37.55493866,127.0109943
약수낙원떡집,제과제빵떡케익,37.55329628,127.0106991
일류분식,분식,37.5598621,126.9786259
동대문엽기떡볶이,분식,37.56391673,126.9848867
봉구스밥버거,패스트푸드,37.54606371,127.0067433
파티스리에또끌레,제과제빵떡케익,37.56437547,126.9858426
키친373,분식,37.55475069,127.0111439
달떡볶이,분식,37.55493866,127.0109943
본도시락,패스트푸드,37.56608542,127.0057305
복희야사랑해,분식,37.56872364,127.0076538
345국수,분식,37.56016525,127.0132115
예슬로우,분식,37.55588436,127.012023
정성본동대문점,분식,37.56745169,127.0074782
명동칼국수,분식,37.55773791,126.9726562
동대문엽기떡볶이,분식,37.55736471,126.9753325
봉채국수,분식,37.56694744,126.9842117
할머니김밥,분식,37.55934347,126.9770031
오봉도시락,패스트푸드,37.55911313,126.9805829
덕성손칼국수,분식,37.55732083,126.9817165
실란트로델리,제과제빵떡케익,37.5554468,126.9754832
가메골손왕만두,분식,37.55835323,126.9771072
충무김밥,분식,37.56294829,126.9854318
떡,제과제빵떡케익,37.55375036,127.010048
김말자,분식,37.55375036,127.010048
BKR버거킹,패스트푸드,37.55914934,126.9984996
서울꽈배기,분식,37.56872364,127.0076538
TheBAKE,제과제빵떡케익,37.56603943,126.9823563
쌀빵,제과제빵떡케익,37.56357323,126.9753719
푸드카페김밥천국,분식,37.55550464,127.0107944
소미미단팥방,제과제빵떡케익,37.56116625,126.9940922
미가손만두,분식,37.56626071,126.9902883
만쥬하나,제과제빵떡케익,37.55375036,127.010048
본도시락,패스트푸드,37.55970443,126.9854192
55번지라면,분식,37.56348216,126.9815082
던킨도너츠,패스트푸드,37.56181597,126.9910387
장터국수,분식,37.56265383,126.9920801
천호식품,패스트푸드,37.55626573,126.9743289
거제식당,분식,37.55829819,126.9769948
춘천막국수,분식,37.5534374,127.010335
한순자손칼국수,분식,37.55840014,126.9773216
옵스,제과제빵떡케익,37.56533379,126.9809849
버드스틱,제과제빵떡케익,37.55677237,126.9766422
충무교자,분식,37.56295551,126.9915327
쥬씨,분식,37.5670143,126.9888518
경서기네명동점,분식,37.56437048,126.9884121
신당동떡볶이타운,분식,37.56338156,127.0153198
을지칼국수,분식,37.56583677,126.9912901
SS플라워케이크,제과제빵떡케익,37.56181597,126.9910387
봉구스밥버거,패스트푸드,37.56363588,126.9847094
영자씨우동김밥,분식,37.56494825,126.9895929
버거킹신당역점,패스트푸드,37.56594086,127.0164407
황기순의칼국수,분식,37.5665184,127.019795
버거100,패스트푸드,37.5565301,126.9767587
만두공방,분식,37.56533379,126.9809849
과장창선,제과제빵떡케익,37.56090951,126.9809659
가원푸드,분식,37.56821344,126.9816022
코핀느,제과제빵떡케익,37.56090951,126.9809659
스시야벤또,패스트푸드,37.55626573,126.9743289
삼송빵집,제과제빵떡케익,37.56090951,126.9809659
버섯칼국시,분식,37.55589802,127.0115022
사이드쇼,분식,37.56887711,127.0087611
메이드인시카고피자덕수궁점,패스트푸드,37.56478991,126.9764419
떼루와동대문,패스트푸드,37.56459324,127.0050825
웰빙쌀빵,분식,37.56944595,127.0110515
카니발피자,패스트푸드,37.55549473,126.9737396
길면분식,분식,37.56821344,126.9816022
빌리엔젤신세계백화점본점,제과제빵떡케익,37.56034908,126.9807585
파리바게뜨,제과제빵떡케익,37.56626271,126.9926314
동대문엽떡,제과제빵떡케익,37.562921,127.0216985
이지바이,제과제빵떡케익,37.54720778,127.0056418
약현떡방,제과제빵떡케익,37.55750092,126.9682114
더바스켓,분식,37.55332747,127.0090463
본도시락,패스트푸드,37.56116621,127.0015173
주니어스치즈케이크앤디저트,제과제빵떡케익,37.56533379,126.9809849
니키타,패스트푸드,37.56090951,126.9809659
유월의마들렌,제과제빵떡케익,37.55687908,126.9681974
잇츠크리스피,패스트푸드,37.56074609,126.9714718
파리바케뜨,제과제빵떡케익,37.55858989,126.9984052
환공어묵베이커리,제과제빵떡케익,37.56090951,126.9809659
아트몬,분식,37.55733263,126.9851797
대한분식,분식,37.55436785,126.9956775
오키포키,패스트푸드,37.56872364,127.0076538
맛집을만드는청년들,분식,37.5588641,127.016013
김가네,분식,37.56004276,126.9965408
매장,분식,37.56679277,127.0073398
WONDERBREAD,분식,37.56283588,126.9901873
사이드쇼,분식,37.56487708,126.9834021
국수가,분식,37.56143091,126.9976654
부산어묵,분식,37.56010788,126.965459
엠엠티에이치소공점108호,제과제빵떡케익,37.56378487,126.9810852
버거킹,패스트푸드,37.55858989,126.9984052
광민분식,분식,37.56384469,126.9954258
인연국수,분식,37.56384469,126.9954258
골목김밥,분식,37.56003847,126.9771408
파파존스,패스트푸드,37.55626573,126.9743289
김밥만들기,분식,37.56248684,126.9810237
한양김밥,분식,37.56610742,126.983974
고피자,패스트푸드,37.5647184,126.9817177
만렙즉석떡볶이,분식,37.56275187,126.9919542
롯데시네마에비뉴엘5,분식,37.56419498,126.981623
김가네,분식,37.56338965,126.977061
이화식당,분식,37.56717214,126.970625
조선델리,제과제빵떡케익,37.56447077,126.9801703
한입원바이트,제과제빵떡케익,37.56090951,126.9809659
백만옥손만두,분식,37.56379207,127.0137636
1970핫도그,패스트푸드,37.56872364,127.0076538
레스까르고,제과제빵떡케익,37.56533379,126.9809849
방산칼국수,분식,37.56878329,126.9997743
백만옥손만두,분식,37.56248123,127.0164861
또아식빵,제과제빵떡케익,37.56533379,126.9809849
한솥도시락동국대후문점,패스트푸드,37.56076203,126.999542
본도시락,패스트푸드,37.562234,126.9767938
성산칼국수,분식,37.56887711,127.0087611
도레도레,제과제빵떡케익,37.56533379,126.9809849
쌀똑핫도그,패스트푸드,37.56235651,127.0166576
배스킨라빈스31명동1호점,패스트푸드,37.56117973,126.9830449
프랭크서울쿠체,패스트푸드,37.56533379,126.9809849
명동우동과덮밥,분식,37.56191976,126.985276
울란바타르,분식,37.56559505,127.0063482
김밥일번가,분식,37.56724333,126.9829964
맘스한식분식,분식,37.55457418,126.9663391
우밀가안동국시,분식,37.56887711,127.0087611
다복떡빵,제과제빵떡케익,37.56489784,127.0006073
배스킨라빈스31신당점,패스트푸드,37.56369699,127.0153269
김가네동대문역사문화공원점,분식,37.56716805,127.0080366
홍두깨손칼국수,분식,37.55249359,127.0106078
백도락,분식,37.56781649,126.9690879
우정떡볶이,분식,37.56278335,127.0148975
국수집,분식,37.55277743,127.0100721
슈니발렌,제과제빵떡케익,37.56095311,126.9797542
홍제칼국수,분식,37.56384469,126.9954258
한순자칼국수,분식,37.55840014,126.9773216
빵순이네,제과제빵떡케익,37.56487704,127.0002793
한솥도시락,패스트푸드,37.56589645,127.0186825
국수조아,분식,37.56589645,127.0186825
쉐프가만든떡볶이,제과제빵떡케익,37.56563848,126.9881233
추억의국민학교떡볶이,분식,37.56469228,126.9766131
빈대떡집,제과제빵떡케익,37.56384469,126.9954258
호호스프,패스트푸드,37.5633035,127.0038658
파파존스피자,패스트푸드,37.56142598,126.9939076
본도시락,패스트푸드,37.56698417,126.98849
파리바게뜨,제과제빵떡케익,37.55843354,127.013008
다산칼국수,분식,37.56379385,127.0183026
피자마루,패스트푸드,37.55277582,127.0109549
매점,분식,37.56935146,127.0137582
국수집,분식,37.55362347,127.0110343
호두까기호두과자,제과제빵떡케익,37.55286572,127.0098559
우리집,분식,37.55833873,127.0113681
배스킨라빈스,패스트푸드,37.56117973,126.9830449
덕수궁피자,패스트푸드,37.56478991,126.9764419
던킨도너츠,패스트푸드,37.55549473,126.9737396
김가네,분식,37.56361411,126.9853209
따호카스테라,제과제빵떡케익,37.56090951,126.9809659
남산김밥,분식,37.56082859,126.9925348
대우칼국수,분식,37.56887711,127.0087611
던킨도너츠,패스트푸드,37.5608832,126.9936546
금씨네분식,분식,37.55828915,126.9811601
파리바게뜨,제과제빵떡케익,37.56054654,126.9848532
고양떡집,제과제빵떡케익,37.56384469,126.9954258
을지오뎅알도루묵,분식,37.56591516,126.9899194
가메골손왕만두,분식,37.55840728,126.9771065
김밥천국,분식,37.56054265,126.9844005
명랑핫도그,패스트푸드,37.55569403,127.0108145
본도시락,패스트푸드,37.56685647,127.0171078
삐삣버거,패스트푸드,37.56090951,126.9809659
미스사이공명동2호,분식,37.56108307,126.9833292
레드망고&카카오그린,패스트푸드,37.56302875,126.9843101
삼송빵집,제과제빵떡케익,37.5647184,126.9817177
두끼떡볶이현대시티아울렛동대문점,분식,37.56872364,127.0076538
탐스런,분식,37.56516233,126.9914463
두끼떡볶이명동눈스퀘어점,분식,37.56340378,126.9828675
세계과자할인점,제과제빵떡케익,37.55589802,127.0115022
혁명떡볶이,분식,37.5616706,127.0176061
홍케익,제과제빵떡케익,37.5609753,127.0185094
범산목장,분식,37.56213759,126.9823188
써니즉석떡볶이,제과제빵떡케익,37.56821344,126.9816022
고피자,패스트푸드,37.56533379,126.9809849
라메종뒤쇼콜라,제과제빵떡케익,37.56533379,126.9809849
국수나무신당점,분식,37.55994953,127.0154328
피자헤븐,패스트푸드,37.55696189,127.0115787
국수랑돈까스,분식,37.56397995,127.0179266
88떡볶이,제과제빵떡케익,37.55235171,127.0108813
신당떡갈비돈가스국물떡볶이,분식,37.56474709,127.0191617
써브웨이,패스트푸드,37.56498859,127.0146194
바르다김선생,분식,37.5576829,126.9673827
베이카에누보본점4층,제과제빵떡케익,37.56090951,126.9809659
픽어베이글,제과제빵떡케익,37.56090951,126.9809659
김밥킹,분식,37.54729496,127.0063649
대구근대골목단팥빵,제과제빵떡케익,37.56533379,126.9809849
바르다김선생,분식,37.56685647,127.0171078
키스코,제과제빵떡케익,37.56533379,126.9809849
미스터피자,패스트푸드,37.56515184,126.9839191
남해식당,분식,37.55829819,126.9769948
고고올스타핫도그,패스트푸드,37.55869399,126.9645165
르브레드랩,제과제빵떡케익,37.56533379,126.9809849
약간의식사,분식,37.56679277,127.0073398
남대문손칼국수,분식,37.56320458,127.0038898
써니즉석떡볶이,분식,37.55927289,126.9740613
대구근대골목단팥빵,제과제빵떡케익,37.5647184,126.9817177
던킨도너츠,패스트푸드,37.5539098,126.9748818
약수낙원떡집,제과제빵떡케익,37.55410713,127.0096132
올댓피자,패스트푸드,37.56419611,127.0103625
TAGO,분식,37.56503292,127.017777
다흰왕만두,분식,37.55916809,126.9786014
은혜떡집,제과제빵떡케익,37.55329628,127.0106991
삐삣버거,패스트푸드,37.56533379,126.9809849
다산떡볶이집,제과제빵떡케익,37.56446535,127.0188711
대구근대골목단팥빵,제과제빵떡케익,37.56872364,127.0076538
세계에서2번째로맛있는갓구운메론빵아이스,제과제빵떡케익,37.56533379,126.9809849
봉구스밥버거동국대점,패스트푸드,37.56016697,126.9963128
디미방칼국수,분식,37.56056249,126.9919724
파리바게뜨,제과제빵떡케익,37.56398735,126.9847159
아리랑수제핫도그,패스트푸드,37.5586857,126.9780421
우리들깨칼국수,분식,37.56403864,127.0206538
비스테가,제과제빵떡케익,37.56090951,126.9809659
메나쥬리케이크,제과제빵떡케익,37.56090951,126.9809659
디토르테,제과제빵떡케익,37.56090951,126.9809659
바르다김선생,분식,37.56887711,127.0087611
김말자김밥,분식,37.56090951,126.9809659
김가네,분식,37.55887229,126.9746214
바르다김선생,분식,37.56377885,126.9720753
퀴즈노스시청,패스트푸드,37.56357123,126.9741042
옛날손왕만두,분식,37.5657952,127.0195102
김진호호떡,분식,37.56039473,126.9777018
빵박사,제과제빵떡케익,37.55249359,127.0106078
맛있는떡,제과제빵떡케익,37.5521867,127.010544
미래김밥,분식,37.56636008,127.0202612
홍두깨칼국수,분식,37.56624022,127.0188478
평안도떡,제과제빵떡케익,37.56384469,126.9954258
한나식빵,제과제빵떡케익,37.56095194,126.9785771
무교김밥,분식,37.56809587,126.9794644
밀도롯데팝업점,제과제빵떡케익,37.5647184,126.9817177
에스앤피자산관리대부,패스트푸드,37.5644057,126.9862157
홍성민쌤떡볶이,분식,37.5571457,126.9677749
버거킹,패스트푸드,37.55908163,126.9738262
홍미당,제과제빵떡케익,37.56090951,126.9809659
포호아,분식,37.56252242,126.9851546
마끼체인점,분식,37.56369793,126.9700276
행복한도시락,패스트푸드,37.5574295,127.0136211
둘리분식,분식,37.55320921,127.008912
뚜레쥬르,제과제빵떡케익,37.56429712,126.9684799
장칼국수앤펍,분식,37.56747144,126.9843743
동대문엽기떡볶이남대문점,분식,37.55887229,126.9746214
북촌손만두,분식,37.55502003,127.0110271
한국피자헛약수2호점,패스트푸드,37.55480589,127.0102038
던킨도너츠시청역,패스트푸드,37.56469228,126.9766131
큰집떡집,제과제빵떡케익,37.56480841,126.9996237
파리바게뜨,제과제빵떡케익,37.56061953,126.9860067
기부천사떡방,제과제빵떡케익,37.55267623,127.0119748
한솥,패스트푸드,37.56579762,127.0187178
황기순의손칼국수,분식,37.5665184,127.019795
경기떡집,제과제빵떡케익,37.5647184,126.9817177
장충분식,분식,37.55983951,127.0119708
1982떡볶이앤컵밥,분식,37.56610742,126.983974
황토기러기칼국수,분식,37.55775012,126.9678571
주재근베이커리,제과제빵떡케익,37.55333981,127.0094422
브이아이피자산관리,패스트푸드,37.5585276,126.9753958
한샘바지락칼국수,분식,37.5624347,126.9949128
버거킹,패스트푸드,37.5562694,127.011735
크리에잇쿠기,제과제빵떡케익,37.56090951,126.9809659
멸치국수,분식,37.56017655,126.9963806
손만두국만두칼국수,분식,37.56275187,126.9919542
본도시락서울시청점,패스트푸드,37.56225094,126.9766691
영글찬김밥,분식,37.55235171,127.0108813
나영이네,분식,37.56743404,126.9842164
앤티앤스,제과제빵떡케익,37.56533379,126.9809849
딴따라오뎅,분식,37.56464966,126.9841976
경기떡집,제과제빵떡케익,37.56533379,126.9809849
에꼴드크루아상,제과제빵떡케익,37.55342032,127.0093733
라패,분식,37.56471871,126.9838457
리나스,제과제빵떡케익,37.56522924,126.9679124
72HOTDOG,패스트푸드,37.56079318,127.0010922
써브웨이,패스트푸드,37.56366249,126.9867578
장수우동분식,분식,37.56685647,127.0171078
베스킨라빈스동대문,패스트푸드,37.56800293,127.0108895
남포수제비,분식,37.56782412,127.0078355
헬피자,패스트푸드,37.55270687,127.009179
쓰나미우동집,분식,37.56342992,127.0189639
피자살바토레쿠오모,패스트푸드,37.5643412,126.9839527
국수나무,분식,37.56011276,127.0198902
핫앤프라이,분식,37.55863256,127.0066558
충남분식,분식,37.55931622,126.9884805
한솥,패스트푸드,37.56679277,127.0073398
파리바게뜨해피석수,제과제빵떡케익,37.56135101,126.9935691
쭈꾸랑김밥이랑,분식,37.56025531,126.9720218
파리바게뜨동국대,제과제빵떡케익,37.56104744,126.9981346
파리바게뜨을지로3가역,제과제빵떡케익,37.56643704,126.9940553
오모리생칼국수,분식,37.56453261,126.9926207
고릴라김밥,분식,37.5634335,126.9758832
다흰왕만두찜빵,분식,37.55912206,126.9784889
김밥천국황학동,분식,37.57080306,127.0214482
명동바지락칼국수,분식,37.55760978,126.9828331
동대문엽기떡볶이,분식,37.55602947,127.0110591
고향손칼국수,분식,37.56250901,127.0144144
닛시베이커리,제과제빵떡케익,37.55897729,126.9629167
돌고래피자,패스트푸드,37.5647184,126.9817177
뚜레쥬르,제과제빵떡케익,37.55490471,126.9639578
윤떡,분식,37.56840451,126.9997341
반올림피자샵,패스트푸드,37.56235651,127.0166576
포가네쌀국수,분식,37.56563848,126.9881233
미아리우동,분식,37.56586217,127.0178114
써브웨이동대문역사문화공원역점,패스트푸드,37.56507926,127.0071588
배스킨라빈스,패스트푸드,37.56385119,127.0154494
동경우동집,분식,37.56536437,126.9929491
배스킨라빈스,패스트푸드,37.57080306,127.0214482
동경우동,분식,37.56569176,126.9901375
명동손칼국수,분식,37.56345356,127.0067049
뚜레쥬르,제과제빵떡케익,37.56365044,127.0065439
명동칼국수,분식,37.55848508,126.9861262
부산오뎅충무로유,분식,37.56199326,126.9885914
던킨도너츠아이비케이,패스트푸드,37.56648097,126.9865498
낙원떡집,제과제빵떡케익,37.5607877,127.0187042
김가네,분식,37.55828147,126.9740296
신흥분식,분식,37.55968809,126.9783001
우리분식,분식,37.55766182,126.9815534
약수칼국수,분식,37.55480333,127.0109734
충무로노가리오뎅,분식,37.56295551,126.9915327
을지로장칼국수,분식,37.56747144,126.9843743
초은김밥,분식,37.57080306,127.0214482
일품칼국수,분식,37.56509985,127.0182402
조가네바지락칼국수,분식,37.56693922,127.0129864
육전,분식,37.56640099,127.0197626
김가네,분식,37.56518223,127.0065462
빵의정석,제과제빵떡케익,37.5690699,127.0134903
달인명동칼국수보쌈,분식,37.55788657,126.9752461
한나식빵,제과제빵떡케익,37.5647184,126.9817177
달콤,패스트푸드,37.56679277,127.0073398
뉴욕스넥,분식,37.56643704,126.9940553
롤롤,제과제빵떡케익,37.56090951,126.9809659
김말자,패스트푸드,37.56090951,126.9809659
엔조이,분식,37.56685647,127.0171078
르브레드랩,제과제빵떡케익,37.56090951,126.9809659
미소분식,분식,37.56477296,127.0136149
브이아이피자연과사람들,패스트푸드,37.56648149,126.9887119
몽키토스트,패스트푸드,37.5586857,126.9780421
이멜다분식,분식,37.56804288,126.9953468
본찌,분식,37.56106357,126.9800244
안동참마명과,제과제빵떡케익,37.56614114,126.9868487
한국피자헛약수,패스트푸드,37.55756875,127.0119555
천하,분식,37.56292437,126.9857944
명동피자,패스트푸드,37.56205085,126.9858515
한솥,패스트푸드,37.56134757,126.9784811
공주떡집,제과제빵떡케익,37.5647184,126.9817177
레빗브레드,제과제빵떡케익,37.5647184,126.9817177
멕시칸치킨,패스트푸드,37.56565554,127.0233153
몽상클레르,제과제빵떡케익,37.55006554,127.0004771
풍년제과,제과제빵떡케익,37.56533379,126.9809849
강화까까,제과제빵떡케익,37.56090951,126.9809659
show,분식,37.56487708,126.9834021
레드썬,음식배달서비스,37.56608648,127.0155332
레드망고,패스트푸드,37.56887711,127.0087611
show,분식,37.56887711,127.0087611
한솥도시락,패스트푸드,37.56223493,126.9926177
한솥도시락,패스트푸드,37.56797182,126.9693348
한솥도시락,패스트푸드,37.55936645,126.9859331
빙고스타찹쌀꽈배기,분식,37.564805,127.019625
마리마리,분식,37.56531506,127.0084121
동대문김밥,분식,37.56582813,127.0158875
파파존스,패스트푸드,37.5538725,127.0117214
분식이이래도되는가,분식,37.56563848,126.9881233
CRAZY,분식,37.56656218,127.0153118
뚜레쥬르,제과제빵떡케익,37.56626271,126.9926314
케이크루바이오,제과제빵떡케익,37.56880521,127.0206593
생바지락손칼국수옛날손짜장,분식,37.56453261,126.9926207
이삭토스트,패스트푸드,37.56351694,126.973041
서울마님죽,분식,37.5600083,126.976779
대우영양사,분식,37.55991475,126.9753428
디저트랩,제과제빵떡케익,37.55549656,127.0130581
정글버거,패스트푸드,37.5690699,127.0134903
홍미당,제과제빵떡케익,37.56533379,126.9809849
브레댄코,제과제빵떡케익,37.56603943,126.9823563
신참떡볶이,분식,37.56557513,127.022309
선이네분식,분식,37.56826956,126.9997585
플라잉팬,분식,37.56741917,127.0165118
빵박스,제과제빵떡케익,37.56679277,127.0073398
올댓피자,패스트푸드,37.56400685,127.0168283
죠스푸드명동파이낸스센터,분식,37.56508772,126.9869422
바르다김선생,분식,37.56508772,126.9869422
빈스킹토스트,분식,37.56417975,126.9829928
샐러디,패스트푸드,37.55549473,126.9737396
르푸도레,제과제빵떡케익,37.56090951,126.9809659
방배김밥이만든라이스쉐프,분식,37.55549473,126.9737396
한솥도시락,패스트푸드,37.56250437,126.9978095
퀴즈노스서브,패스트푸드,37.55549473,126.9737396
피자헛,패스트푸드,37.55756875,127.0119555
배스킨라빈스31,패스트푸드,37.554719,126.9695061
피막치골춘자,패스트푸드,37.56239675,127.0053267
호봉토스트,패스트푸드,37.56277638,126.9822082
안다ANDA,분식,37.56593698,127.0009556
